X,Y,OBJECTID,FolderRSN,Permit_,InDate,FolderType,FolderDesc,FolderGroupDesc,SubDesc,FolderDescription,FolderCondition,IssueDate,valuation,PropertyRSN,PropX,PropY,Address,GlobalID,InDateFixed,IssueDateFixed,IssuedTime
3195406.08274247,1687717.47344264,475237502,1660147,NA,2022/09/14 09:43:06+00,CT,Counter Permit,Building,Commercial Miscellaneous,"BUILDINGONLINE | GRANTS OFFICE REMODEL UNIT 100
*CT W/ PLANS PER MA*","*UNIT 100*
**ADMIN OFFICE USE REGULAR BUILDING FEES***",2022/10/25 15:24:37+00,60000,28916,3195406.08274247,1687717.47344264,15701 E 1ST AVE,{05C3DD01-6361-43D8-A72F-4CC2C4934BF0},2022-09-14,2022-10-25,41
3205571.54535113,1673998.19477889,475239563,1665398,NA,2022/10/04 14:29:43+00,LT,Limited Building Permit,Building,Commercial Miscellaneous,BUILDINGONLINE | STAIRCASE REPLACEMENT/REPAIR,,2023/04/10 11:32:47+00,17500,101450,3205571.54535113,1673998.19477889,18939 E WARREN CIR,{5132E6D6-7D01-4F28-AC5C-128FEC79C492},2022-10-04,2023-04-10,188
3190693.42156413,1659953.21597914,475240225,1666973,NA,2022/10/10 13:22:21+00,CT,Counter Permit,Building,Commercial Miscellaneous,BUILDINGONLINE | DECK REPAIRS,UNIT F,2022/10/12 14:09:54+00,5604,78633,3190693.42156413,1659953.21597914,4056 S CARSON ST,{B56A399A-6E31-4A4B-8D71-2E68BB1BF2C9},2022-10-10,2022-10-12,2
3190693.42156413,1659953.21597914,475240230,1666979,NA,2022/10/10 13:42:27+00,CT,Counter Permit,Building,Commercial Miscellaneous,BUILDINGONLINE | DECK REPAIRS,UNIT B,2022/10/12 14:13:47+00,5604,78633,3190693.42156413,1659953.21597914,4056 S CARSON ST,{FFF4FC88-D8EA-411F-8CD3-BEEC8FDC990F},2022-10-10,2022-10-12,2
3190693.42156413,1659953.21597914,475240238,1666987,NA,2022/10/10 13:54:18+00,CT,Counter Permit,Building,Commercial Miscellaneous,BUILDINGONLINE | DECK REPAIRS,UNIT D,2022/10/12 14:15:17+00,5604,78633,3190693.42156413,1659953.21597914,4056 S CARSON ST,{39D1A94B-8921-4BCF-9386-69752F8C4C60},2022-10-10,2022-10-12,2
3190693.42156413,1659953.21597914,475240239,1666991,NA,2022/10/10 14:03:40+00,CT,Counter Permit,Building,Commercial Miscellaneous,BUILDINGONLINE | DECK REPAIRS,UNIT H,2022/10/12 14:17:09+00,5604,78633,3190693.42156413,1659953.21597914,4056 S CARSON ST,{9A715B12-188F-419F-9EFF-AEE71EF00070},2022-10-10,2022-10-12,2
3190626.92924306,1659716.56159681,475240245,1666997,NA,2022/10/10 14:24:22+00,CT,Counter Permit,Building,Commercial Miscellaneous,BUILDINGONLINE | DECK REPAIRS,UNIT F,2022/10/12 14:18:33+00,5604,79003,3190626.92924306,1659716.56159681,4076 S CARSON ST,{A00E9DE2-B026-48AB-B327-B4E42FED9D06},2022-10-10,2022-10-12,2
3190626.92924306,1659716.56159681,475240248,1667002,NA,2022/10/10 14:38:26+00,CT,Counter Permit,Building,Commercial Miscellaneous,BUILDINGONLINE | DECK REPAIRS,UNIT D,2022/10/12 14:19:51+00,5604,79003,3190626.92924306,1659716.56159681,4076 S CARSON ST,{5959A35C-3C01-47C4-B21F-E611BF3E1F6E},2022-10-10,2022-10-12,2
3190626.92924306,1659716.56159681,475240257,1667015,NA,2022/10/10 14:49:13+00,CT,Counter Permit,Building,Commercial Miscellaneous,BUILDINGONLINE | DECK REPAIRS,UNIT B,2022/10/12 14:20:56+00,5604,79003,3190626.92924306,1659716.56159681,4076 S CARSON ST,{19016924-A93D-4436-ADAC-F8B5360EC651},2022-10-10,2022-10-12,2
3190626.92924306,1659716.56159681,475240260,1667019,NA,2022/10/10 14:59:44+00,CT,Counter Permit,Building,Commercial Miscellaneous,BUILDINGONLINE | DECK REPAIRS,UNIT H,2022/10/12 14:22:17+00,5604,79003,3190626.92924306,1659716.56159681,4076 S CARSON ST,{AACD53E9-50E9-4488-B250-72DC6CA2CACC},2022-10-10,2022-10-12,2
3190641.28092039,1659622.02241582,475240264,1667024,NA,2022/10/10 15:08:39+00,CT,Counter Permit,Building,Commercial Miscellaneous,BUILDINGONLINE | DECK REPAIRS,UNIT D,2022/10/12 14:25:35+00,5604,79182,3190641.28092039,1659622.02241582,4084 S CARSON ST,{6122FEDD-46C6-4A10-9298-68FC1A684BCE},2022-10-10,2022-10-12,2
3190641.28092039,1659622.02241582,475240266,1667026,NA,2022/10/10 15:12:08+00,CT,Counter Permit,Building,Commercial Miscellaneous,BUILDINGONLINE | DECK REPAIRS,UNIT B,2022/10/12 14:27:45+00,5604,79182,3190641.28092039,1659622.02241582,4084 S CARSON ST,{8C89E08B-5B93-46BD-B1A4-F4B8EE1DEA35},2022-10-10,2022-10-12,2
3190641.28092039,1659622.02241582,475240270,1667031,NA,2022/10/10 15:18:13+00,CT,Counter Permit,Building,Commercial Miscellaneous,BUILDINGONLINE | DECK REPAIRS,UNIT H,2022/10/12 14:33:03+00,5604,79182,3190641.28092039,1659622.02241582,4084 S CARSON ST,{6DE70502-DBE6-43CC-9BD4-E48EF2F3F25D},2022-10-10,2022-10-12,2
3190641.28092039,1659622.02241582,475240274,1667037,NA,2022/10/10 15:23:49+00,CT,Counter Permit,Building,Commercial Miscellaneous,BUILDINGONLINE | DECK REPAIRS,UNIT F,2022/10/12 14:34:57+00,5604,79182,3190641.28092039,1659622.02241582,4084 S CARSON ST,{68F285B6-BAB3-40DD-A363-4C25B1B97E2E},2022-10-10,2022-10-12,2
3190875.04718514,1659561.03008373,475240306,1667212,NA,2022/10/11 07:42:39+00,CT,Counter Permit,Building,Commercial Miscellaneous,BUILDINGONLINE | DECK REPAIRS,UNIT D,2022/10/12 12:20:38+00,5604,79341,3190875.04718514,1659561.03008373,4096 S CARSON ST,{4064E80E-1A1B-4693-A93C-DC1FB1BD90CB},2022-10-11,2022-10-12,1
3190875.04718514,1659561.03008373,475240309,1667215,NA,2022/10/11 07:52:08+00,CT,Counter Permit,Building,Commercial Miscellaneous,BUILDINGONLINE | DECK REPAIRS,UNIT B,2022/10/12 12:28:48+00,5604,79341,3190875.04718514,1659561.03008373,4096 S CARSON ST,{F00C70BC-0FD5-478C-BC6F-A3E16893DFA1},2022-10-11,2022-10-12,1
3190725.71677513,1659661.64799273,475240311,1667217,NA,2022/10/11 07:58:24+00,CT,Counter Permit,Building,Commercial Miscellaneous,BUILDINGONLINE | DECK REPAIRS,UNIT F,2022/10/12 12:31:59+00,5604,79126,3190725.71677513,1659661.64799273,4086 S CARSON ST,{36233402-3278-450E-B265-5628F54C529F},2022-10-11,2022-10-12,1
3190725.71677513,1659661.64799273,475240317,1667224,NA,2022/10/11 08:07:54+00,CT,Counter Permit,Building,Commercial Miscellaneous,BUILDINGONLINE | DECK REPAIRS,UNIT D,2022/10/12 13:43:41+00,5604,79126,3190725.71677513,1659661.64799273,4086 S CARSON ST,{E5838DA7-3D9B-4D3C-883B-19DBBF9123A1},2022-10-11,2022-10-12,1
3190725.71677513,1659661.64799273,475240319,1667226,NA,2022/10/11 08:13:54+00,CT,Counter Permit,Building,Commercial Miscellaneous,BUILDINGONLINE | DECK REPAIRS,UNIT H,2022/10/12 13:48:04+00,5604,79126,3190725.71677513,1659661.64799273,4086 S CARSON ST,{EBEBD3C0-9E1A-45CB-A2A6-BF79E0A68737},2022-10-11,2022-10-12,1
3190827.92818488,1659659.9813294,475240320,1667227,NA,2022/10/11 08:19:09+00,CT,Counter Permit,Building,Commercial Miscellaneous,BUILDINGONLINE | DECK REPAIRS,UNIT D,2022/10/12 13:50:36+00,5604,79118,3190827.92818488,1659659.9813294,4094 S CARSON ST,{8EE3A9BB-30D2-4269-B3BE-78C0D8D1D288},2022-10-11,2022-10-12,1
3190827.92818488,1659659.9813294,475240322,1667229,NA,2022/10/11 08:24:49+00,CT,Counter Permit,Building,Commercial Miscellaneous,BUILDINGONLINE | DECK REPAIRS,UNIT B,2022/10/12 13:43:39+00,5604,79118,3190827.92818488,1659659.9813294,4094 S CARSON ST,{7C43374B-5AC0-4A40-9A9E-ABE524F85CFC},2022-10-11,2022-10-12,1
3190827.92818488,1659659.9813294,475240323,1667231,NA,2022/10/11 08:31:11+00,CT,Counter Permit,Building,Commercial Miscellaneous,BUILDINGONLINE | DECK REPAIRS,UNIT H ,2022/10/12 13:53:17+00,5604,79118,3190827.92818488,1659659.9813294,4094 S CARSON ST,{F8FCCAF3-45EC-4537-A46A-A8EA57344BC4},2022-10-11,2022-10-12,1
3190827.92818488,1659659.9813294,475240326,1667234,NA,2022/10/11 08:37:02+00,CT,Counter Permit,Building,Commercial Miscellaneous,BUILDINGONLINE DECK REPAIR,UNIT F ,2022/10/12 14:07:30+00,5604,79118,3190827.92818488,1659659.9813294,4094 S CARSON ST,{922DC855-AF1F-4951-8E52-925ED11962B4},2022-10-11,2022-10-12,1
3190875.04718514,1659561.03008373,475240327,1667235,NA,2022/10/11 08:44:17+00,CT,Counter Permit,Building,Commercial Miscellaneous,BUILDINGONLINE | DECK REPAIR,UNIT F ,2022/10/12 13:53:52+00,5604,79341,3190875.04718514,1659561.03008373,4096 S CARSON ST,{4E6A114F-76CA-4016-95C1-82D8BA744F65},2022-10-11,2022-10-12,1
3190875.04718514,1659561.03008373,475240328,1667236,NA,2022/10/11 08:49:03+00,CT,Counter Permit,Building,Commercial Miscellaneous,BUILDINGONLINE | DECK REPAIR,UNIT H,2022/10/12 13:47:50+00,5604,79341,3190875.04718514,1659561.03008373,4096 S CARSON ST,{D4599292-D99E-4978-94DF-EC19C2390950},2022-10-11,2022-10-12,1
3190725.71677513,1659661.64799273,475240341,1667261,NA,2022/10/11 10:29:48+00,CT,Counter Permit,Building,Commercial Miscellaneous,BUILDINGONLINE | DECK REPAIR,UNIT B,2022/10/12 13:42:10+00,5604,79126,3190725.71677513,1659661.64799273,4086 S CARSON ST,{67C24F28-9EDE-4FE2-B7AB-D497ADB805A4},2022-10-11,2022-10-12,1
3183257.35179064,1686460.86145456,475242868,1673129,NA,2022/11/07 12:00:35+00,CT,Counter Permit,Building,Commercial Miscellaneous,BUILDINGONLINE |AURORA HILLS BUILDING 6 REBUILD FIRE DAMAGE REPAIR  UNIT 606,"UNIT 606
***PLANS WITH THIS PERMIT***
*NO FEE PERMIT PER DD FEES PAID ON 1655649*",2022/11/08 08:41:55+00,22400,169975,3183257.35179064,1686460.86145456,11987 E ARCHER PL 606,{FE58AEC1-B7E2-4B41-9656-CC6C01D77642},2022-11-07,2022-11-08,1
3187139.68949839,1666369.72151881,475242887,1673164,NA,2022/11/07 13:52:56+00,CT,Counter Permit,Building,Commercial Miscellaneous,BUILDINGONLINE | PARKING STRUCTURE 3 STAIR REPAIR | FROM  MASTER PLAN HG-GAR-STAIR,,2022/11/16 09:09:21+00,35000,68742,3187139.68949839,1666369.72151881,3092 S HEATHER GARDENS WAY,{4F28668B-C4A0-47A6-9B9C-BE68958EE2B2},2022-11-07,2022-11-16,9
3183571.38593946,1666261.47665656,475244001,1675658,NA,2022/11/22 09:45:57+00,LT,Limited Building Permit,Building,Commercial Miscellaneous,EASTRIDGE FACADE IMPROVEMENTS,,2023/01/20 09:04:53+00,350000,69064,3183571.38593946,1666261.47665656,3095 S PEORIA ST,{934ABDD5-94AA-4747-8603-7B70614152ED},2022-11-22,2023-01-20,59
3190309.17856622,1667768.94509831,475245618,1679719,NA,2022/12/19 11:46:37+00,CT,Counter Permit,Building,Commercial Miscellaneous,BUILDINGONLINE | HARTUNG BATHROOM REMODEL WITH SHOWER PAN REPLACEMENT,**UNIT 302** CT NO PLANS,2022/12/20 15:14:54+00,13000,65608,3190309.17856622,1667768.94509831,14091 E MARINA DR,{AC8EBA20-9316-4C60-B295-84AE0F76660D},2022-12-19,2022-12-20,1
3192789.47249013,1651772.47249815,475246489,1681983,NA,2023/01/03 14:33:25+00,LT,Limited Building Permit,Building,Commercial Miscellaneous,BUILDINGONLINE | V-ESPRIT RETIREMENT COMMUNITY EXERCISE ROOM REMODEL,,2023/05/25 11:32:46+00,8000,88924,3192789.47249013,1651772.47249815,5240 S SHALOM PARK CIR,{7032F214-58F1-4FF2-93E5-3045B4FA9550},2023-01-03,2023-05-25,142
3190105.60220172,1667214.96031389,475246938,1684129,NA,2023/01/11 09:59:32+00,CT,Counter Permit,Building,Commercial Miscellaneous,BUILDINGONLINE | REMODEL IN KITCHEN AND MASTER BEDROOM,UNIT 603,2023/01/13 13:53:06+00,24000,66847,3190105.60220172,1667214.96031389,13992 E MARINA DR,{AFAE715F-8A81-4DE5-90E4-52ABEC7C01FB},2023-01-11,2023-01-13,2
3190126.3446143,1667678.44429506,475248768,1689907,NA,2023/02/09 09:57:13+00,CT,Counter Permit,Building,Commercial Miscellaneous,KITCHEN REMODEL WITH ELECTRIC SERVICE PANEL 100A (200 CAPACITY),"UNIT 110
CT W PLANS PER ERIC J",2023/02/09 10:45:48+00,10000,66117,3190126.3446143,1667678.44429506,14001 E MARINA DR,{8E9C1CA0-06FE-4EAE-9E99-7F3AFDE51F88},2023-02-09,2023-02-09,0
3191645.28219321,1685881.83242889,475248891,1690250,NA,2023/02/10 13:07:40+00,CT,Counter Permit,Building,Commercial Miscellaneous,"LP-BALCONY REPAIRS-FOR 8 UNITS, A101, A120, A103, A104, A105, A106, A107, A108",,2023/02/14 15:28:16+00,1056,30311,3191645.28219321,1685881.83242889,108 S SABLE BLVD,{01E14883-0E4C-4DA8-9E25-01DA048237A7},2023-02-10,2023-02-14,4
3191648.28776464,1686538.36490847,475248893,1690253,NA,2023/02/10 00:00:00+00,CT,Counter Permit,Building,Commercial Miscellaneous,"LP-BALCONY REPAIRS-FOR 8 UNITS, DD101, DD102, DD103, DD104, DD105, DD106, DD107, DD108",,2023/02/14 15:13:17+00,1056,29905,3191648.28776464,1686538.36490847,24 S SABLE BLVD,{16885793-4213-41F5-84F6-1005292619CF},2023-02-10,2023-02-14,4
3191649.46525572,1685445.95633215,475248895,1690255,NA,2023/02/10 00:00:00+00,CT,Counter Permit,Building,Commercial Miscellaneous,"LP-BALCONY REPAIRS-FOR 8 UNITS, E101, E102 ,E103, E104, E105, E106, E107, E108",,2023/02/14 15:30:26+00,1056,30625,3191649.46525572,1685445.95633215,130 S SABLE BLVD,{E4EBFBB0-10FE-4FA6-BD1C-E22C4EC78513},2023-02-10,2023-02-14,4
3191648.76020464,1686041.52600715,475248897,1690257,NA,2023/02/10 00:00:00+00,CT,Counter Permit,Building,Commercial Miscellaneous,"LP-BALCONY REPAIRS-FOR 8 UNITS, FF101, FF102, FF103, FF104, FF105, FF106, FF107, FF108",,2023/02/14 15:26:10+00,1056,30208,3191648.76020464,1686041.52600715,100 S SABLE BLVD,{0150B761-6C38-4506-90B4-671398E98FDD},2023-02-10,2023-02-14,4
3191798.71134831,1685442.80345131,475248898,1690258,NA,2023/02/10 00:00:00+00,CT,Counter Permit,Building,Commercial Miscellaneous,"LP-BALCONY REPAIRS-FOR 8 UNITS, H101, H102, H103, H104, H105, H106, H107, H108",,2023/02/14 15:32:14+00,1056,30618,3191798.71134831,1685442.80345131,148 S SABLE BLVD,{66143890-C1C0-4672-91ED-2583865B2A94},2023-02-10,2023-02-14,4
3191803.26580113,1685571.72937456,475248901,1690261,NA,2023/02/10 00:00:00+00,CT,Counter Permit,Building,Commercial Miscellaneous,"LP-BALCONY REPAIRS-FOR 8 UNITS, I101, I102, I103, I104, I105 ,I106, I107, I108",,2023/02/14 15:34:08+00,1056,30552,3191803.26580113,1685571.72937456,150 S SABLE BLVD,{E63EF9AC-0445-46BF-AFD7-28CFE9A2AEDE},2023-02-10,2023-02-14,4
3191796.60931839,1685700.65529782,475248904,1690265,NA,2023/02/10 00:00:00+00,CT,Counter Permit,Building,Commercial Miscellaneous,"LP-BALCONY REPAIRS-FOR 8 UNITS, J101, J102, J103, J104, J105 ,J106, J107, J108",,2023/02/14 15:43:22+00,1056,30463,3191796.60931839,1685700.65529782,158 S SABLE BLVD,{6C729585-9469-4DD1-A80B-0FC7CAE591CB},2023-02-10,2023-02-14,4
3191963.28155722,1685924.37729131,475248905,1690266,NA,2023/02/10 00:00:00+00,CT,Counter Permit,Building,Commercial Miscellaneous,"LP-BALCONY REPAIRS-FOR 8 UNITS, M101, M102, M103, M104, M105, M106, M107, M108",,2023/02/14 15:45:49+00,1056,30273,3191963.28155722,1685924.37729131,170 S SABLE BLVD,{60A3CAF1-CE56-472C-85DC-F291FD741CAA},2023-02-10,2023-02-14,4
3192079.97915848,1685973.6806704,475248908,1690269,NA,2023/02/10 00:00:00+00,CT,Counter Permit,Building,Commercial Miscellaneous,"LP-BALCONY REPAIRS-FOR 8 UNITS, N101, N102, N103, N104, N105, N106, N107,  N108",,2023/02/14 15:53:20+00,1056,30256,3192079.97915848,1685973.6806704,178 S SABLE BLVD,{A67E7BC8-A8F4-499E-B616-6518B3B03650},2023-02-10,2023-02-14,4
3192048.12784421,1686104.68139264,475248912,1690274,NA,2023/02/10 00:00:00+00,CT,Counter Permit,Building,Commercial Miscellaneous,"LP-BALCONY REPAIRS-FOR 8 UNITS, O101, O102, O103, O104, O105, O106, O107, O108",,2023/02/14 15:56:14+00,1056,30148,3192048.12784421,1686104.68139264,180 S SABLE BLVD,{4BFFA62A-3C83-4B4C-86F5-119A83D3D24B},2023-02-10,2023-02-14,4
3191970.54597838,1686440.35985515,475248915,1690279,NA,2023/02/10 00:00:00+00,CT,Counter Permit,Building,Commercial Miscellaneous,"LP-BALCONY REPAIRS-FOR 8 UNITS, T101, T102, T103, T104, T105, T106, T107, T108",,2023/02/14 15:18:56+00,1056,29978,3191970.54597838,1686440.35985515,44 S SABLE BLVD,{FD0E9EFF-A54A-4955-8F41-5D65964C580C},2023-02-10,2023-02-14,4
3191780.8314628,1686511.43878123,475248917,1690282,NA,2023/02/10 00:00:00+00,CT,Counter Permit,Building,Commercial Miscellaneous,"LP-BALCONY REPAIRS-FOR 8 UNITS, W101, W102, W103, W104, W105, W106, W107, W108",,2023/02/14 15:23:09+00,1056,29881,3191780.8314628,1686511.43878123,56 S SABLE BLVD,{6D661CE7-38A7-41E3-9104-EA74801FEACC},2023-02-10,2023-02-14,4
3191807.14079338,1686828.8954954,475248918,1690283,NA,2023/02/10 00:00:00+00,CT,Counter Permit,Building,Commercial Miscellaneous,"LP-BALCONY REPAIRS-FOR 8 UNITS, X101, X102, X103, X104, X105, X106, X107, X108",,2023/02/14 15:24:54+00,1056,29715,3191807.14079338,1686828.8954954,86 S SABLE BLVD,{3C0B57A7-8119-4729-BDA1-842877FE76D8},2023-02-10,2023-02-14,4
3221739.0668218,1648644.41707447,475250124,1693351,NA,2023/02/28 17:08:58+00,CT,Counter Permit,Building,Commercial Miscellaneous,BUILDINGONLINE | BATHROOM REMODEL,***UNIT A***PERMIT WTIH PLANS***,2023/03/09 14:58:23+00,8000,116984,3221739.0668218,1648644.41707447,5772 S ADDISON WAY,{D3285E62-2CFF-4F5F-A98A-5191B68552ED},2023-02-28,2023-03-09,9
3199434.90572156,1658065.91069864,475250564,1694643,NA,2023/03/07 07:26:22+00,LT,Limited Building Permit,Building,Commercial Miscellaneous,BUILDINGONLINE | MCDONALDS #005-0106 - REMODEL,,2023/03/29 10:01:27+00,125000,82105,3199434.90572156,1658065.91069864,16890 E QUINCY AVE,{500AFF4E-F27B-46FA-BB10-7D16FBFBE3CC},2023-03-07,2023-03-29,22
3189288.00869255,1667611.94869314,475253076,1700751,NA,2023/04/06 15:40:09+00,CT,Counter Permit,Building,Commercial Miscellaneous,BUILDINGONLINE ROSALIE SIEBERT CONDO REMODEL,CT W/PLANS PER JL,2023/04/13 09:18:32+00,30000,66005,3189288.00869255,1667611.94869314,13931 E MARINA DR,{11F26872-81A4-41B0-8BCE-F84C3DD93D01},2023-04-06,2023-04-13,7
3227126.59836955,1718305.31351356,475253451,1701712,NA,2023/04/12 09:38:43+00,LT,Limited Building Permit,Building,Commercial Miscellaneous,BUILDINGONLINE | FEDEX GROUND- CY23 IMPROVEMENTS | SCOPE OF WORK INCLUDES:STRUCTURAL|ELECTRICAL,,2023/04/27 13:42:15+00,1303319.45,223070,3227126.59836955,1718305.31351356,5805 N JACKSON GAP ST,{93B00B4D-AB0C-4584-AABC-E18441D45702},2023-04-12,2023-04-27,15
3191276.78293023,1657093.46119998,475254257,1703754,NA,2023/04/21 07:33:20+00,CT,Counter Permit,Building,Commercial Miscellaneous,BUILDINGONLINE | NEUMAN FOUNDATION REPAIR,CT W// PLANS PER MS,2023/04/28 09:19:53+00,7137,83325,3191276.78293023,1657093.46119998,14197 E RADCLIFF CIR,{8C6E4EF8-E942-435E-A854-F4DFFEB46311},2023-04-21,2023-04-28,7
3183265.57552747,1666371.2592454,475254572,1704459,NA,2023/04/25 11:18:50+00,CT,Counter Permit,Building,Commercial Miscellaneous,BUILDINGONLINE | MAPLETREE RESTROOM RENOVATIONS,**CT W/ PLANS**,2023/08/08 08:18:27+00,312990,68755,3183265.57552747,1666371.2592454,11900 E CORNELL AVE,{4EE36289-D438-40C3-994C-DD91C4A86205},2023-04-25,2023-08-08,105
3189985.37704848,1668337.37736039,475256056,1708102,NA,2023/05/09 15:28:24+00,CT,Counter Permit,Building,Commercial Miscellaneous,BUILDINGONLINE | BATH REMODEL - TUB TO SHOWER CONVERSION AND EXPAND DOOR ENTRY,"*UNIT 102*  
**OK FOR CT W/ PLANS PER MARY S**",2023/05/15 15:00:35+00,4114,64270,3189985.37704848,1668337.37736039,14000 E LINVALE PL,{7A298282-67A8-4BBE-9862-EEF76DDA307D},2023-05-09,2023-05-15,6
3190058.86279389,1673102.38915581,475262794,1726132,NA,2023/07/07 07:02:02+00,LT,Limited Building Permit,Building,Commercial Miscellaneous,BUILDINGONLINE | EXTENDED STAY AMERICA  STRUCTURAL REPAIRS,,2023/07/20 14:19:53+00,4E+05,53590,3190058.86279389,1673102.38915581,14095 E EVANS AVE,{FE55002D-99DF-4C6C-8CAA-73A7BBAF41EF},2023-07-07,2023-07-20,13
