"Permit Number","Applied","Approved","Issued Date","Finaled","Expired","Permit Type","Permit Sub Type","Status","Subdivision","Address","Description","Job Value","CO Issued Date","Contractor Name","RECORDID"
"CMIS22-00106","06/10/2022","06/10/2022","06/10/2022","03/24/2023","","COMMMISC","MECHANICAL","FINALED","ARBOR VILLAGE FILING NO. 1 FIN...","8410 WADSWORTH BLVD B","REPLACE ROOF TOP AC LIKE FOR L...","20515","","BRUCE MECHANICAL OF CO, INC","DRO:2206101256440861"
"CMIS22-00104","06/07/2022","06/08/2022","06/10/2022","","12/07/2022","COMMMISC","MECHANICAL","EXPIRED","RAINBOW RIDGE OFFICE PARK LOT ...","5610 WARD RD 300","Replace two 40-ton Roof Top Un...","205078","","ROGERS & SONS INC","ECON:220607024251182"
"CMIS22-00102","06/02/2022","06/02/2022","06/06/2022","06/08/2022","","COMMMISC","PLUMBING","FINALED","YARROW GARDENS","7952 OBERON RD D","SEWER REPAIR UNDER FLOOR OF UN...","4250","","APEX PLUMBING INC","AH:2206021131300834"
"CMIS22-00103","06/02/2022","06/02/2022","08/12/2022","","02/08/2023","COMMMISC","MECHANICAL","EXPIRED","","5383 CARR ST 217","A/C, FURNACE AND EVAP COOLER","5500","","COPPER MECHANICAL LLC","AH:2206020230011594"
"CMIS22-00099","05/31/2022","05/31/2022","05/31/2022","","02/11/2023","COMMMISC","PLUMBING","EXPIRED","KUSHNER KORNER SUBDIVISION","12380 RALSTON RD","CLOSET INTO POWER BATH, W/H, D...","5000","","LOGISTICS PLUMBING & HTG CO","AH:2205311059280731"
"CMIS22-00100","05/31/2022","05/31/2022","05/31/2022","","11/27/2022","COMMMISC","PLUMBING","EXPIRED","CLUB CREST CONDOMINIUMS PH 4 T...","7897 ALLISON WAY 203","INSTALL 40 GAL GAS WATER HEATE...","1500","","ARS / RESCUE ROOTER","AH:2205311142010947"
"CMIS22-00101","05/31/2022","05/31/2022","08/12/2022","","02/08/2023","COMMMISC","PLUMBING","EXPIRED","ARVADA RIDGE, 5TH AMENDMENT","10237 W 52ND PL","REMOVED REPLACE 48 GAL 65K BTU...","2725","","QUALITY 1ST PLUMBING HEATING A...","DRO:2205310351451895"
"CMIS22-00092","05/26/2022","05/26/2022","05/26/2022","08/25/2022","","COMMMISC","MECHANICAL","FINALED","KUSHNER KORNER SUBDIVISION","12380 RALSTON RD","REPLACE AC 30K BTU & (2) FURNA...","20000","","CRESPIN MECHANICAL INC","DRO:2205260850360247"
"CMIS22-00093","05/26/2022","05/31/2022","06/03/2022","08/10/2022","","COMMERCIAL ELECTRICAL","NEW OR REPLACE SERVICE CHANGE","FINALED","","5203 QUEEN CT","Install metered ped for irriga...","3150","","MOORE ELECTRICAL ENTER INC","ECON:220526092727357"
"CMIS22-00094","05/26/2022","05/31/2022","06/03/2022","10/03/2022","","COMMERCIAL ELECTRICAL","NEW OR REPLACE SERVICE CHANGE","FINALED","","5330 QUAIL WAY","Install metered pedestal for i...","3150","","MOORE ELECTRICAL ENTER INC","ECON:220526082416160"
"CMIS22-00095","05/26/2022","06/01/2022","06/03/2022","10/03/2022","","COMMERCIAL ELECTRICAL","NEW OR REPLACE SERVICE CHANGE","FINALED","","11294 W 54TH DR","Install metered pedestal for i...","3150","","MOORE ELECTRICAL ENTER INC","ECON:220526082801236"
"CMIS22-00096","05/26/2022","06/01/2022","06/03/2022","08/10/2022","","COMMERCIAL ELECTRICAL","NEW OR REPLACE SERVICE CHANGE","FINALED","","11316 W 53RD PL","Install metered pedestal for i...","4165","","MOORE ELECTRICAL ENTER INC","ECON:220526083134313"
"CMIS22-00097","05/26/2022","06/01/2022","06/03/2022","10/03/2022","","COMMERCIAL ELECTRICAL","NEW OR REPLACE SERVICE CHANGE","FINALED","","11416 W 53RD PL","Install metered pedestal for i...","3150","","MOORE ELECTRICAL ENTER INC","ECON:220526083508395"
"CMIS22-00098","05/26/2022","05/31/2022","06/03/2022","08/10/2022","","COMMERCIAL ELECTRICAL","NEW OR REPLACE SERVICE CHANGE","FINALED","","11496 W 53RD PL","Install metered pedestal for i...","4165","","MOORE ELECTRICAL ENTER INC","ECON:220526084008121"
"CMIS22-00091","05/25/2022","05/25/2022","05/25/2022","","11/21/2022","COMMMISC","MECHANICAL","EXPIRED","A REPLAT OF CLUB CREST CONDOMI...","7825 ALLISON WAY 203","REPLACE AC 13 SEER 1.5 TON AND...","5500","","COPPER MECHANICAL LLC","DRO:2205251213520757"
"CMIS22-00089","05/24/2022","05/24/2022","05/25/2022","","11/21/2022","COMMMISC","MECHANICAL","EXPIRED","VILLAGE FOUR-PLEXES OF ARVADA ...","10253 W 80TH DR D","NEW AC 16 SEER 2 TON ","6983","","COOPER HEATING & COOLING INC","DRO:2205241105380763"
"CMIS22-00088","05/23/2022","05/23/2022","05/23/2022","","11/19/2022","COMMMISC","PLUMBING","EXPIRED","WESTDALE TOWNHOMES","7999 CHASE CIR 32","WATER HEATER 40 GAL LIKE FOR L...","1819.01","","STEADFAST PLUMBING INC","DRO:2205230350222025"
"CMIS22-00087","05/19/2022","05/19/2022","05/19/2022","","11/15/2022","COMMMISC","MECHANICAL","EXPIRED","A REPLAT OF CLUB CREST CONDOMI...","7845 ALLISON WAY 107","REPLACE A/C, FURNACE AND EVAP ...","5500","","COPPER MECHANICAL LLC","AH:2205191126040797"
"BIDR22-00005","05/18/2022","05/18/2022","06/15/2022","","12/12/2022","TEST","","EXPIRED","","","test permit","0","","","JSUK:220518024851948"
"CMIS22-00086","05/18/2022","05/18/2022","05/18/2022","","11/14/2022","COMMMISC","PLUMBING","EXPIRED","THE YACHT CLUB","4882 W 68TH AVE 3","REPLACE 40 GAL WATER HEATER","1721.71","","STEADFAST PLUMBING INC","AH:2205180218020846"
"CMIS22-00084","05/12/2022","05/12/2022","05/18/2022","","12/10/2022","COMMMISC","MECHANICAL","EXPIRED","SKYLINE ESTATES FILING NO. 1 -...","10290 W 55TH LN 105","AC 14 SEER 2.5 TON ","12223","","BLUE SKY PLUMBING/HTG","DRO:2205120913160220"
"CMIS22-00085","05/12/2022","05/12/2022","05/13/2022","","04/26/2023","COMMMISC","MECHANICAL","EXPIRED","SPRINGWOOD-NIGHTINGALE MINOR S...","6550 YANK WAY","REPLACE FURANCE 40K BTU 80% AN...","11211","","BLUE SKY PLUMBING/HTG","DRO:2205120350111166"
"CMIS22-00082","05/09/2022","08/26/2022","08/29/2022","","11/04/2023","COMMMISC","MECHANICAL","ISSUED","EAGLE SUBDIVISION AMENDMENT NO...","5324 WADSWORTH BLVD A","REPLACE EXISTING HOOD WITH LAR...","82000","","ALL GREEN CONSTRUCTION LLC","DRO:2205091038250382"
"CMIS22-00083","05/09/2022","05/11/2022","05/16/2022","","11/12/2022","COMMMISC","MECHANICAL","EXPIRED","LAKE ARBOR FAIRWAYS","6845 W 84TH CIR","Install gas line from gas mete...","2145","","THE GAS CONNECTION INC","AH:2205090142420863"
"CMIS22-00079","05/05/2022","05/05/2022","05/09/2022","05/13/2022","","COMMMISC","MECHANICAL","FINALED","THE YACHT CLUB","6860 XAVIER CIR 12","REPLACE AC 2TON AND FURNACE 50...","8900","","SOXBURY HEATING & COOLING LLC","DRO:2205050120451059"
"CMIS22-00078","05/04/2022","05/04/2022","05/04/2022","","10/31/2022","COMMMISC","PLUMBING","EXPIRED","RESIDENCES AT OLDE TOWN SQUARE...","8123 W 51ST PL 204","REPLACE 40 GAL GAS WATER HEATE...","2124.99","","STEADFAST PLUMBING INC","AH:2205040445341638"
"CMIS22-00077","05/03/2022","05/03/2022","05/03/2022","05/05/2022","","COMMERCIAL ELECTRICAL","NEW OR REPLACE SERVICE CHANGE","FINALED","OAKS CONDOS THE","8483 EVERETT WAY C","PANEL CHANGE - 100 AMP FTE TO ...","1900","","RIVAL ELECTRIC LLC","AH:2205030221451300"
"CMIS22-00076","05/02/2022","05/02/2022","05/02/2022","06/07/2022","","COMMMISC","PLUMBING","FINALED","VILLAGE OF FIVE PARKS FILING N...","14197 W 84TH CIR B","REPLACE 40 GAL 40K BTU WATER H...","3974","","APPLEWOOD PLMB, HTG & ELEC","AH:2205021135240816"
"CMIS22-00075","04/29/2022","04/29/2022","04/29/2022","","10/26/2022","COMMMISC","PLUMBING","EXPIRED","ARVADA WATER TOWER DISTRICT FI...","7707 W 54TH AVE 113","REPLACE WATER HEATER 50 GAL 60...","900","","MASTER ROOTER PLUMBING LLC","DRO:2204290310011023"
"CMIS22-00072","04/28/2022","05/10/2022","05/16/2022","","11/12/2022","COMMERCIAL ELECTRICAL","NEW OR REPLACE SERVICE CHANGE","EXPIRED","","8703 WADSWORTH BLVD","ELECT METER FOR CDOT TRAFFIC S...","2500","","STURGEON ELECTRIC COMPANY INC","DRO:2204281146170593"
"CMIS22-00073","04/28/2022","04/28/2022","04/29/2022","","10/26/2022","COMMMISC","PLUMBING","EXPIRED","A REPLAT OF CLUB CREST CONDOMI...","7815 ALLISON WAY 101","REPLACE GAS WATER HEATER - 30 ...","900","","MASTER ROOTER PLUMBING LLC","AH:2204280421071217"
"CMIS22-00074","04/28/2022","04/28/2022","04/29/2022","","10/26/2022","COMMMISC","PLUMBING","EXPIRED","A REPLAT OF CLUB CREST CONDOMI...","7809 ALLISON WAY 207","REPLACE GAS WATER HEATER - 30 ...","900","","MASTER ROOTER PLUMBING LLC","AH:2204280423551253"
"CMIS22-00071","04/26/2022","04/27/2022","04/28/2022","","11/02/2022","COMMERCIAL ELECTRICAL","NEW WIRING CIRCUITS","EXPIRED","THE LLOYD KING CENTER SUBDIVIS...","6350 SHERIDAN BLVD A105","RUN POWER FOR OUTLETS AND GFCI...","7000","","DS ELECTRIC LLC","DRO:2204260412301941"
"CMIS22-00069","04/22/2022","04/22/2022","04/27/2022","","10/24/2022","COMMMISC","PLUMBING","EXPIRED","ARVADA RIDGE, 5TH AMENDMENT","10357 W 52ND PL 201","REPLACE 50 GAL 65K BTU GAS WAT...","6620","","QUALITY 1ST PLUMBING HEATING A...","DRO:2204220107140799"
"CMIS22-00070","04/22/2022","04/22/2022","04/27/2022","","10/24/2022","COMMMISC","PLUMBING","EXPIRED","ARVADA RIDGE, 5TH AMENDMENT","10357 W 52ND PL 101","REPLACE 50 GAL 65K BTU GAS WAT...","4820","","QUALITY 1ST PLUMBING HEATING A...","DRO:2204220113130855"
"CMIS22-00066","04/21/2022","04/21/2022","04/21/2022","","12/24/2022","COMMERCIAL ELECTRICAL","NEW WIRING CIRCUITS","EXPIRED","THE LLOYD KING CENTER SUBDIVIS...","6350 SHERIDAN BLVD","Install power pole for actuati...","1275","","WINTERHAWK ELECTRIC","ECON:220421102350158"
"CMIS22-00068","04/21/2022","04/21/2022","04/22/2022","05/09/2022","","COMMMISC","MECHANICAL","FINALED","LAKE ARBOR TOWNHOMES","8773 CHASE DR 202","FURNACE 60K BTU 80%","6040","","BROTHERS PLUMBING & HEATING IN...","DRO:2204210402051646"
"CMIS22-00064","04/19/2022","04/19/2022","04/19/2022","04/26/2022","","COMMERCIAL ELECTRICAL","NEW OR REPLACE SERVICE CHANGE","FINALED","THE YACHT CLUB","6870 ZENOBIA CIR 5","CHANGE OUT FPE PANEL FOR NEW P...","1990","","ELECTRICAL SOLUTIONS CORP","AH:2204190820490158"
"CMIS22-00065","04/19/2022","04/28/2022","05/02/2022","05/03/2022","","COMMMISC","MECHANICAL","FINALED","COTTONWOOD PARK IN RALSTON VAL...","6893 JOYCE ST","Replacement of 2 - 3 and 4 ton...","11500","","ROCKY MOUNTAIN MECHANICAL AND ...","ECON:220419042242095"
"CMIS22-00063","04/15/2022","04/15/2022","04/20/2022","","11/07/2022","COMMMISC","MECHANICAL","EXPIRED","ARVADA WATER TOWER DISTRICT","7931 W 55TH AVE 311","REPLACE AC 2.5 TON 13 SEER","6000","","NORTHGLENN HEATING & A/C","DRO:2204151040340560"
"CMIS22-00061","04/14/2022","04/18/2022","04/18/2022","","10/17/2022","COMMERCIAL ELECTRICAL","NEW WIRING CIRCUITS","EXPIRED","RAINBOW RIDGE OFFICE PARK LOT ...","5620 WARD RD","replace damaged conduit","3000","","EXCLUSIVE ELECTRIC OF DENVER","ECON:220414124454192"
"CMIS22-00062","04/14/2022","04/14/2022","04/15/2022","","10/12/2022","COMMMISC","MECHANICAL","EXPIRED","ARVADA RENTALS SUBDIVISION","10675 RALSTON RD","REPLACE FURNACE 90K BTU 80% EF...","13811","","STEELE BROS HEATING INC","DRO:2204140418121201"
"ADU22-00007","04/13/2022","06/03/2022","06/03/2022","","04/22/2023","ADU","B","EXPIRED","WOOD RUN FILING NO. 2 , FINAL ...","9945 W 81ST AVE","BASEMENT ADU","45000","05/05/2022","ALTERNATIVE CONCRETE & CONSTRU...","AO:2204130924240294"
"CMIS22-00060","04/12/2022","04/15/2022","04/15/2022","04/20/2022","","COMMERCIAL MECHANICAL","GAS SERVICE","FINALED","BROOKVIEW SUBDIVISION","5965 YUKON ST 4","FURNACE 40K BTU ","2400","","COPPER MECHANICAL LLC","DRO:2204120303171378"
"BIDR22-00002","04/06/2022","04/06/2022","04/06/2022","","10/03/2022","BLDG RCPT","","ISSUED","","","test","0","","ARVADA CONSTR CO -TEST","JSUK:220406012008198"
"BIDR22-00003","04/06/2022","04/06/2022","06/10/2022","","12/07/2022","BLDG RCPT","","ISSUED","","","","0","","ARVADA CONSTR CO -TEST","JSUK:220406021939331"
"CHG22-00001","04/06/2022","04/19/2022","04/06/2022","04/06/2022","","CHANGE OF USE","","APPROVED","THE LLOYD KING CENTER SUBDIVIS...","6350 SHERIDAN BLVD A105","NO CHANGE - ISSUED FOR NEW TEN...","0","","","DMCP:220406114948014"
"CMIS22-00059","04/06/2022","04/07/2022","04/11/2022","","10/08/2022","COMMERCIAL ELECTRICAL","NEW WIRING CIRCUITS","EXPIRED","","9731 W 58TH AVE","King Soopers Actuating Gate","1250","","WINTERHAWK ELECTRIC","ECON:220406025409104"
"CMIS22-00058","04/04/2022","04/04/2022","04/04/2022","","11/06/2022","COMMMISC","MECHANICAL","FINALED","LAKE ARBOR TOWNHOMES","6935 W 87TH WAY 297","FURNACE 40K, 80%, A/C 1.5 TON","8200","","MY GUY HEATING AND AIR LLC","AH:2204040315481580"
"CMIS22-00057","04/01/2022","04/01/2022","05/10/2022","06/01/2022","","COMMMISC","PLUMBING","FINALED","THE OAKS CONDOMINIUMS","8467 EVERETT WAY B","REPLACE 40 GAL WATER HEATER","1500","","SCHLAG PLUMBING","DRO:2204010245280217"
"CMIS22-00056","03/30/2022","03/30/2022","03/30/2022","","09/27/2022","COMMMISC","PLUMBING","EXPIRED","OBERON HOUSE MINOR SUBDIVISION","9160 W 64TH AVE","replace gas line by hand from ...","2380","","AAARK HEATING & AIR INC","DRO:2203300841270227"
"CMIS22-00054","03/29/2022","03/29/2022","03/30/2022","","09/26/2022","COMMMISC","PLUMBING","EXPIRED","A REPLAT OF CLUB CREST CONDOMI...","7801 ALLISON WAY 104","REPLACE 40 GAL 36K BTU GAS WAT...","900","","MASTER ROOTER PLUMBING LLC","DRO:2203291116040875"
"CMIS22-00052","03/28/2022","03/28/2022","03/29/2022","04/14/2022","","COMMMISC","MECHANICAL","FINALED","","6980 PIERCE ST","REMOVE AND REPLACE 200K BTU FU...","15000","","PLUMB PROS INC","DRO:2203280912060339"
"CMIS22-00053","03/28/2022","03/28/2022","03/29/2022","04/05/2022","","COMMMISC","PLUMBING","FINALED","WESTDALE TOWNHOMES","7924 CHASE CIR 131","REPLACE 40 GAL GAS WATER HEATE...","1680.49","","STEADFAST PLUMBING INC","DRO:2203280514362190"
"CMIS22-00050","03/25/2022","03/25/2022","03/28/2022","","09/24/2022","COMMMISC","PLUMBING","EXPIRED","REPLAT OF LAKE ARBOR VILLAGE A...","5550 W 80TH PL 9","WATER HEATER REPLACEMENT 38 GA...","3403","","PRECISION PLUMBING & HEATING I...","AH:2203251000130346"
"CMIS22-00051","03/25/2022","05/10/2022","05/17/2022","","11/13/2022","COMMERCIAL ELECTRICAL","NEW OR REPLACE SERVICE CHANGE","EXPIRED","","7590 W 66TH AVE","ADDRESS REQUEST FOR CDOT TRAFF...","2500","","STURGEON ELECTRIC COMPANY INC","AH:2203250312461022"
"CMIS22-00049","03/24/2022","03/24/2022","03/24/2022","05/06/2022","","COMMMISC","PLUMBING","FINALED","BOYD PONDS","16280 W 64TH AVE","REPLACE WATER HEATER - 50 GAL,...","4900","","MTECH MECHANICAL TECHNOLOGIES ...","AH:2203241150520692"
"CMIS22-00047","03/18/2022","03/18/2022","03/18/2022","","09/14/2022","COMMMISC","PLUMBING","EXPIRED","REPLATE OF FINAL PLAT OF ARVAD...","6007 YARROW ST A","","1850","","PIPE X LLC","AH:2203180431301224"
"CMIS22-00048","03/18/2022","03/18/2022","03/18/2022","","09/14/2022","COMMMISC","PLUMBING","EXPIRED","REPLATE OF FINAL PLAT OF ARVAD...","6007 YARROW ST B","Interior Sewer repair","1850","","PIPE X LLC","AH:2203180441091270"
"CMIS22-00046","03/17/2022","03/17/2022","04/06/2022","09/26/2022","","COMMERCIAL ELECTRICAL","NEW OR REPLACE SERVICE CHANGE","FINALED","ARVADA RIDGE","5045 KIPLING ST","REWIRE MENU PEDESTAL IN DRIVE ...","6000","","COLORADO NORTHERN ELECTRIC","DRO:2203170725370060"
"CMIS22-00043","03/16/2022","03/16/2022","03/16/2022","","09/12/2022","COMMMISC","PLUMBING","EXPIRED","RALSTON VALLEY GARDENS NO 3","10312 W 59TH AVE 2","REPLACE 40 GAL GAS WATER HEATE...","1967.12","","STEADFAST PLUMBING INC","DRO:2203160157330914"
"CMIS22-00044","03/16/2022","03/16/2022","03/16/2022","03/23/2022","","COMMMISC","PLUMBING","FINALED","REPLAT OF LAKE ARBOR VILLAGE A...","8124 GRAY CT 498","REPLACE 38 GAL WATER HEATER","2500","","INTEGRATED PLUMBING SYSTEMS","AH:2203160335431257"
"CMIS22-00045","03/16/2022","03/29/2022","03/29/2022","06/16/2022","","COMMERCIAL ELECTRICAL","NEW WIRING CIRCUITS","FINALED","REPLAT OF TRACT A POMONA LAKES...","8031 WADSWORTH BLVD","King Soopers actuating gates","1200","","WINTERHAWK ELECTRIC","ECON:220316045003121"
"CMIS22-00042","03/15/2022","03/15/2022","03/15/2022","","10/22/2022","COMMERCIAL ELECTRICAL","CONSTRUCTION METER","EXPIRED","","5583 INDEPENDENCE ST","rack mount 200amp","6000","","INTERMOUNTAIN ELECTRIC INC","ECON:220315091414200"
"CMIS22-00041","03/14/2022","03/14/2022","03/14/2022","","09/24/2022","COMMMISC","PLUMBING","EXPIRED","THE GRACE PLACE","6380 OAK ST 102","REPLACE 40 GAL WATER HEATER","1930.49","","STEADFAST PLUMBING INC","AH:2203140453291915"
"CMIS22-00039","03/11/2022","03/11/2022","03/11/2022","03/17/2022","","COMMMISC","MECHANICAL","FINALED","LAKE ARBOR TOWNHOMES","8788 CHASE DR 17","INSTALL 80% 70K BTU FURNACE RE...","6547","","COOPER HEATING & COOLING INC","AH:2203110923330291"
"CMIS22-00040","03/11/2022","03/11/2022","03/14/2022","","09/10/2022","COMMMISC","PLUMBING","EXPIRED","ARVADA RIDGE, 5TH AMENDMENT","10387 W 52ND PL 306","REPLACE 48 GAL 65K BTU WATER H...","2156","","QUALITY 1ST PLUMBING HEATING A...","AH:2203110449031329"
"CMIS22-00036","03/10/2022","03/10/2022","03/10/2022","","09/06/2022","COMMMISC","PLUMBING","EXPIRED","WESTDALE TOWNHOMES PHASE 2","7972 CHASE CIR 83","REPLACE 40 GAL WATER HEATER","2028.96","","STEADFAST PLUMBING INC","AH:2203101035420452"
"CMIS22-00037","03/10/2022","03/10/2022","03/10/2022","03/21/2022","","COMMMISC","PLUMBING","FINALED","AUTUMNWOOD TOWNHOMES 2nd AMEND...","12934 W 64TH DR C","REPLACE 40 GAL WATER HEATER","1967.12","","STEADFAST PLUMBING INC","AH:2203101046230519"
"CMIS22-00038","03/10/2022","03/10/2022","03/10/2022","","09/21/2022","COMMMISC","PLUMBING","EXPIRED","REPLATE OF FINAL PLAT OF ARVAD...","6007 YARROW ST J","REPLACE 50 GAL WITH BASIC ELEC","6309","","APPLEWOOD PLMB, HTG & ELEC","AH:2203101050050569"
"CMIS22-00035","03/03/2022","03/03/2022","03/03/2022","03/11/2022","","COMMMISC","PLUMBING","FINALED","THE YACHT CLUB","6891 XAVIER CIR 4","REPLACE 40 GAL WATER HEATER","1815.12","","STEADFAST PLUMBING INC","DRO:2203030451021242"
"CMIS22-00032","03/02/2022","03/02/2022","03/02/2022","","08/29/2022","COMMMISC","MECHANICAL","EXPIRED","","10795 RALSTON RD 108","40K FURNACE REPLACEMENT","2400","","COPPER MECHANICAL LLC","AH:2203020818320173"
"CMIS22-00033","03/02/2022","03/02/2022","03/03/2022","","08/30/2022","COMMMISC","PLUMBING","EXPIRED","A REPLAT OF CLUB CREST CONDOMI...","7899 ALLISON WAY 103","40 GAL 40K BTU WATER HEATER RE...","4027","","APPLEWOOD PLMB, HTG & ELEC","AH:2203020153271522"
"CMIS22-00028","02/24/2022","02/25/2022","03/01/2022","","09/11/2022","COMMERCIAL MECHANICAL","GAS SERVICE","EXPIRED","GRANDIVEW DOWNS","6531 W 56TH AVE 12","Gas Line Pressure Test for new...","500","","B&B HEATING & AC","ECON:220224121649204"
"CMIS22-00029","02/24/2022","02/25/2022","03/01/2022","","11/14/2022","COMMERCIAL MECHANICAL","GAS SERVICE","EXPIRED","GRANDIVEW DOWNS","6531 W 56TH AVE 14","Gas Line Pressure Test for new...","500","","B&B HEATING & AC","ECON:220224121848292"
"CMIS22-00030","02/24/2022","02/25/2022","03/01/2022","","09/11/2022","COMMERCIAL MECHANICAL","GAS SERVICE","EXPIRED","GRANDIVEW DOWNS","6531 W 56TH AVE 28","Gas Line Pressure Test","500","","B&B HEATING & AC","ECON:220224122025347"
"CMIS22-00031","02/24/2022","02/25/2022","03/01/2022","","09/11/2022","COMMERCIAL MECHANICAL","GAS SERVICE","EXPIRED","GRANDIVEW DOWNS","6531 W 56TH AVE 30","Gas Line Pressure Test","500","","B&B HEATING & AC","ECON:220224122200379"
"CMIS22-00025","02/18/2022","02/18/2022","02/18/2022","03/09/2022","","COMMMISC","MECHANICAL","FINALED","MAPLELEAF SUBDIVISION FILING N...","7150 SIMMS ST 104","FURANCE 60K BTU 98% EFF","5950","","LAKESIDE HEATING & A/C INC","DRO:2202181203170559"
"ADU22-00005","02/16/2022","05/27/2022","08/19/2022","","03/09/2024","ADU","A","ISSUED","T-BEAR ESTATES","6053 GRAY ST B","Detached new construction ADU","95000","","CHAIM INDUSTRIES","ECON:220216120903061"
"CMIS22-00024","02/16/2022","02/16/2022","02/17/2022","","08/16/2022","COMMMISC","MECHANICAL","EXPIRED","ASPEN BUSINESS PARK","5350 VIVIAN ST","REPLACE ROOFTOP UNIT, 120K BTU...","18297","","BLUE SKY PLUMBING/HTG","AH:2202160400061599"
"CMIS22-00022","02/15/2022","02/16/2022","02/16/2022","","08/15/2022","COMMERCIAL ELECTRICAL","NEW WIRING CIRCUITS","EXPIRED","THE LLOYD KING CENTER SUBDIVIS...","6350 SHERIDAN BLVD A101","Replace existing signage","500","","TEAM ELECTRIC INC","ECON:220215091925231"
"CMIS22-00023","02/15/2022","02/15/2022","02/16/2022","02/22/2022","","COMMMISC","MECHANICAL","FINALED","CONDOMINIUM MAP FOR TIMBERCOVE...","8477 EVERETT WAY B","80,000 BTU, 80% FURNACE ","3700","","A 1 CHOICE HTG & A/C","AH:2202150940240362"
"ADU22-00004","02/14/2022","05/25/2022","05/31/2022","02/23/2023","","ADU","A","FINALED","WESTREE FILING NO. 2","8366 ZEPHYR ST B","Attached ADU, Type B","75000","","AAA HOME IMPROVEMENTS","ECON:220214100430176"
"CMIS22-00021","02/09/2022","02/09/2022","02/09/2022","","08/08/2022","COMMMISC","PLUMBING","EXPIRED","ARVADA RIDGE, 5TH AMENDMENT","10237 W 52ND PL 112","REPLACE 50 GAL 65K WATER HEATE...","5200","","QUALITY 1ST PLUMBING HEATING A...","DRO:2202090831410211"
"ADU22-00003","02/08/2022","03/28/2022","04/13/2022","","01/16/2023","ADU","A","EXPIRED","RALSTON VALLEY FILING NO. 4","13954 W 74TH AVE B","Garage Conversion to Type A AD...","70000","","STUD CONSTRUCTION INC.","ECON:220208111708478"
"CMIS22-00020","02/08/2022","02/10/2022","02/10/2022","","08/09/2022","COMMERCIAL ELECTRICAL","NEW OR REPLACE SERVICE CHANGE","EXPIRED","ARVADA FAMILY HEALTH CARE CENT...","7950 KIPLING ST","Replace main distribution pane...","47000","","INPWR INC","ECON:220208012333344"
"CMIS22-00019","02/07/2022","02/07/2022","02/07/2022","02/16/2022","","COMMMISC","PLUMBING","FINALED","LAKE ARBOR TOWNHOMES","8774 CHASE DR 35","WATER HEATER 40 GAL ","1967.12","","STEADFAST PLUMBING INC","DRO:2202070455012611"
